description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need take drug prevent paranoia however find indication drug given effect trouble standing sitting position also tremors hands,Négatif,-0.5574,     Mania associated with Bipolar Disorder,39.5,female
i have took ambilify before and i could not tell it help me at all i was still very depressed.,took ambilify could tell help still depressed,Négatif,-0.1531,     Mania associated with Bipolar Disorder,49.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,,nan
"I've been on Prozac 20 mg for almost twenty years with only good results except for a sharp decrease in sex drive. My dr. added 2.5 mg ABILIFY and within weeks I was able to have very good orgasms as well as feeling happier and calmer overall.  Sadly, I was also starving 24/7 and so have stopped taking it after a ten lb. weight gain. I will really miss it :(",ive prozac mg almost twenty years good results except sharp decrease sex drive dr added mg abilify within weeks able good orgasms well feeling happier calmer overall sadly also starving stopped taking ten lb weight gain really miss,Positif,0.8307,     Additional Medications to Treat Depression,59.5,female
scary i feel i cant sit still or sleep,scary feel cant sit still sleep,Négatif,-0.4939,     Mania associated with Bipolar Disorder,29.5,male
"This medicine rocks!  I take it with Cymbalta and I feel like my old self.  I have more energy, I like to do what I used to and I sleep better.  I feel amazing and I have no side effects.  I could not of had a better experience.",medicine rocks take cymbalta feel like old self energy like used sleep better feel amazing side effects could better experience,Positif,0.9403,     Additional Medications to Treat Depression,39.5,female
"this medicine sent me into a hypomanic state, pychiatrist said it was just the side effects, don't think so, have been dealing with it for 3 months now and dr. has cut by thirds, only on this dose for 2 weeks no change.  help !!",medicine sent hypomanic state pychiatrist said side effects dont think dealing months dr cut thirds dose weeks change help,Positif,0.1531,     Bipolar Disorder in Remission,49.5,female
Was given Abilify to augment Wellburtin for PTSD.  Didn't work at all.  Panic attacks and depression still continued unchanged.,given abilify augment wellburtin ptsd didnt work panic attacks depression still continued unchanged,Positif,0.1048,     Other,29.5,female
Abilify has helped me get back to normal. I have been taking 5mg for six weeks and have just increased to 10mg starting today. My doctor added Wellbutrin SR 150mg to help with the depression. Abilify does well for the manic episodes but did not help the depression. I hope this increased dosage of Abilify and Wellbutrin does the trick.,abilify helped get back normal taking mg six weeks increased mg starting today doctor added wellbutrin sr mg help depression abilify well manic episodes help depression hope increased dosage abilify wellbutrin trick,Positif,0.6124,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male
"Abilify gives me the upmood to make me get going to work in the morning. To minimize tiredness in the morning, I take lexapro about an hour before going to bed. This  morning/night placement of these two drugs gives me mental stability without the tiredness that lexapro normally gives me. Taking lexapro in the morning makes me tired and yawning all day.",abilify gives upmood make get going work morning minimize tiredness morning take lexapro hour going bed morningnight placement two drugs gives mental stability without tiredness lexapro normally gives taking lexapro morning makes tired yawning day,Négatif,-0.4404,     Additional Medications to Treat Depression,59.5,male
"started taking abilify in late 2006, have no complaints except it doesn't help me sleep as well as zyprexa did, though it is more effective in normalizing my mental state. Started taking ambien also in the last week to help me sleep. overall, the most effective medication I have taken yet for my schizophrenia",started taking abilify late complaints except doesnt help sleep well zyprexa though effective normalizing mental state started taking ambien also last week help sleep overall effective medication taken yet schizophrenia,Négatif,-0.2095,     Schizophrenia,39.5,male
"I am bipolar and at the time was taking geodon, I went into a manic phase with uncontrollable  racing thoughts and could not sleep, my doctor took me off geodon, put me on 20 mg of abilify and within a week all of the symptoms stopped and have not returned for six months, now my doctor is reducing me to 15mg and soon I will be off of it, it really helped me and I had no side effects",bipolar time taking geodon went manic phase uncontrollable racing thoughts could sleep doctor took geodon put mg abilify within week symptoms stopped returned six months doctor reducing mg soon really helped side effects,Négatif,-0.5267,     Mania associated with Bipolar Disorder,39.5,female
"I have been using abilify along with Lexapro,and it has done me well,a little tird some and some dreams out of the ordinary,but overall  had great results.",using abilify along lexaproand done wella little tird dreams ordinarybut overall great results,Positif,0.7595,     Additional Medications to Treat Depression,39.5,male
"I have been quite satisfied with the medication but cannot afford it along with the Invega I am also prescribed.  Am looking for the ability to stay on this medication and have contacted the pharmaceutical for help.  They have a patient assistance program but only can extend their meds for one year to qualified applicants.  I qualified, but only have until the end of this year, 2009 and then need to find another alternative.",quite satisfied medication cannot afford along invega also prescribed looking ability stay medication contacted pharmaceutical help patient assistance program extend meds one year qualified applicants qualified end year need find another alternative,Positif,0.8313,     Schizophrenia,49.5,female
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need take drug prevent paranoia however find indication drug given effect trouble standing sitting position also tremors hands,Négatif,-0.5574,     Other,29.5,female
"For the most part it has helped along with Cymbalta, but the side effects out weigh the benefits so I quit taking it. I still get tension in my jaw area and it gives me headaches. I take Trazodone to help me sleep, but still have trouble. After reading some of these other reviews I'm going to cut the dosage down from 10mg to 5mg and see how that works.",part helped along cymbalta side effects weigh benefits quit taking still get tension jaw area gives headaches take trazodone help sleep still trouble reading reviews im going cut dosage mg mg see works,Négatif,-0.2023,     Additional Medications to Treat Depression,39.5,male
"I had very bad side effects with this medication. Involuntary muscler spasms and very blurred vision. Took it for only a week and after three days off abilify I'm still not back to normal,",bad side effects medication involuntary muscler spasms blurred vision took week three days abilify im still back normal,Négatif,-0.3612,     Additional Medications to Treat Depression,49.5,female
,nan,Neutre,0.0,     Schizophrenia,49.5,female
My pre-teen daughter who is Bi-Polar with ADD went through many different meds and was put on Abilify.  The drug was great at evening out her mood however she gained over 30lbs in 2 months.  I really gave her an appetite.,preteen daughter bipolar add went many different meds put abilify drug great evening mood however gained lbs months really gave appetite,Positif,0.7717,     Additional Medications to Treat Depression,39.5,female
"Over the past couple of years have had a couple of relationships that ended badly. The last one ended when my girlfriends ex murdered their children.  That's when it all came crashing in on me. The Cymbalta and Wellbutrin weren't keeping up.  Emotional all the time, didn't want to be alive. Have been on Abilify (2 mg) for a week and feel like a new man.  No nausea or tiredness.  It's been a wonder drug for me.",past couple years couple relationships ended badly last one ended girlfriends ex murdered children thats came crashing cymbalta wellbutrin werent keeping emotional time didnt want alive abilify mg week feel like new man nausea tiredness wonder drug,Négatif,-0.8338,     Additional Medications to Treat Depression,49.5,male
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need take drug prevent paranoia however find indication drug given effect trouble standing sitting position also tremors hands,Négatif,-0.5574,     Additional Medications to Treat Depression,29.5,female
"so far it has worked well,the only thing we notice most is excessive hunger.which we hope will pass,he's only 4 and this is the only med that seem to help him at all.",far worked wellthe thing notice excessive hungerwhich hope passhes med seem help,Positif,0.6808,     Additional Medications to Treat Depression,29.5,female
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need take drug prevent paranoia however find indication drug given effect trouble standing sitting position also tremors hands,Négatif,-0.5574,     Additional Medications to Treat Depression,49.5,female
on effectiveness I just started  taking abilify so I haven't got full effect yet,effectiveness started taking abilify havent got full effect yet,Neutre,0.0,     Other,49.5,male
"Abilify has brought back my positive outlook, relaxed view of life, rather than my pessimistic heredity tendency.  DOWNSIDE: chronic insomnia until I lessened my dosage..HUGE weight gain but might be my bad habits as have lost my job--searching for employment for several months--ugh.  Needed Ablify after Zoloft was much less effective for me to combat PTSD.",abilify brought back positive outlook relaxed view life rather pessimistic heredity tendency downside chronic insomnia lessened dosagehuge weight gain might bad habits lost jobsearching employment several monthsugh needed ablify zoloft much less effective combat ptsd,Positif,0.3788,     Additional Medications to Treat Depression,49.5,female
"My psychiatrist gave me Abilify to treat depression because my Effexor (300mg per day) was not cutting it. For 12days now, I've been taking 1mg of Abilify per day. Beginning on Day5, I've had insomnia. It's now Day12 and still have insomnia. I can only sleep at 1-3 hour intervals, and not often.  Anyone experience the same?  It seems some people can NOT sleep and some people get SLEEPY. I'm confused over the different reactions.",psychiatrist gave abilify treat depression effexor mg per day cutting days ive taking mg abilify per day beginning day ive insomnia day still insomnia sleep hour intervals often anyone experience seems people sleep people get sleepy im confused different reactions,Négatif,-0.5859,     Additional Medications to Treat Depression,39.5,female
this medicine in combo with my other med has put me back on top of my game only down side i seem to have insomnia which is opposite of what it should be,medicine combo med put back top game side seem insomnia opposite,Positif,0.2023,     Additional Medications to Treat Depression,39.5,female
***RED FLAG WARNING***  My 93 year mom with memory loss was given abilify last month to treat anxiety.  She experienced many horrifying side effects during the several weeks prior to her death last week.,red flag warning year mom memory loss given abilify last month treat anxiety experienced many horrifying side effects several weeks prior death last week,Négatif,-0.8834,     Other,80.0,female
I am wondering if taking abilify (5mg) in addition to Zoloft (200mg) each per day has the potential to increase alcohol consumption??,wondering taking abilify mg addition zoloft mg per day potential increase alcohol consumption,Positif,0.3182,     Additional Medications to Treat Depression,39.5,female
"This med worked great to control my moods and destructive behaviors.  It took me a couple years for the side effects to get so bad I had to find something else.  Peristent weight gain, drowsiness at inappropriate times/places, tardive dyskinesia (read about it if you are on this drug, mine was very noticable and has since reveresed), nausea and vomiting.  Controls symptoms of the disorder, but moniter side effects closely.",med worked great control moods destructive behaviors took couple years side effects get bad find something else peristent weight gain drowsiness inappropriate timesplaces tardive dyskinesia read drug mine noticable since reveresed nausea vomiting controls symptoms disorder moniter side effects closely,Négatif,-0.4019,     Mania associated with Bipolar Disorder,29.5,female
I am mother of 37 yr. old female who was close to dying from treatment that did not work.  She takes abilify now along with lithium and it is a miracle drug so far!  For anyone who doe not have medical insurance...call the manufacture of abilify!  they will work with you!  They have a free drug program.  Ask your Dr. or go online to the Abilify website.  Good luck this is an awsome med. for manic depression.,mother yr old female close dying treatment work takes abilify along lithium miracle drug far anyone doe medical insurancecall manufacture abilify work free drug program ask dr go online abilify website good luck awsome med manic depression,Positif,0.8519,     Bipolar Disorder in Remission,39.5,female
"This drug caused me to have more anxiety, insomnia, and violent nightmares.",drug caused anxiety insomnia violent nightmares,Négatif,-0.6808,     Other,49.5,female
controlled my depression but makes me hypomanic. I have been shopping again which was controlled on my Lamictal alone.,controlled depression makes hypomanic shopping controlled lamictal alone,Négatif,-0.6908,     Bipolar Disorder in Remission,39.5,female
I take 2.5mg. I started out with a much higher dose and had side effects. Now I don't have any side effects and I feel more stable than ever before.,take mg started much higher dose side effects dont side effects feel stable ever,Positif,0.296,     Bipolar Disorder in Remission,29.5,female
Weight gain does not go away!!!,weight gain go away,Positif,0.5267,     Bipolar Disorder in Remission,39.5,female
"I am completly torn about my treatment with Abilify.  While it has worked beautifully, I have gained an average of 6 pounds per month, now up to 50 pounds!  I have to make a decision about this soon as the added weight is not good for my health.",completly torn treatment abilify worked beautifully gained average pounds per month pounds make decision soon added weight good health,Positif,0.802,     Additional Medications to Treat Depression,59.5,female
"so far it has worked well,the only thing we notice most is excessive hunger.which we hope will pass,he's only 4 and this is the only med that seem to help him at all.",far worked wellthe thing notice excessive hungerwhich hope passhes med seem help,Positif,0.6808,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"I've been on Abilify for 1wk. Don't notice any improvement. Always tired, but can't sleep. The only thing I have noticed is my blood pressure has gone way up since being on this. Has anyone else had blood pressure increase?",ive abilify wk dont notice improvement always tired cant sleep thing noticed blood pressure gone way since anyone else blood pressure increase,Négatif,-0.7565,     Bipolar Disorder in Remission,39.5,female
No its a downer not what I needed,downer needed,Neutre,0.0,     Other,21.5,male
I have only been on this mediction for about 2 weeks but I'm feeling great! I chose 4 stars for satisfaction only because of some of the side effects that I'm having. I feel nausea throughout the day and the first week it decreased my appetite a lot. I haven't noticed any weight gain yet. I would definitely recommend this drug to people with rapid cycling bipolar disorder. But don't just rely on these reviews because it works differently on every person.,mediction weeks im feeling great chose stars satisfaction side effects im feel nausea throughout day first week decreased appetite lot havent noticed weight gain yet would definitely recommend drug people rapid cycling bipolar disorder dont rely reviews works differently every person,Positif,0.8033,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
"I am completly torn about my treatment with Abilify.  While it has worked beautifully, I have gained an average of 6 pounds per month, now up to 50 pounds!  I have to make a decision about this soon as the added weight is not good for my health.",completly torn treatment abilify worked beautifully gained average pounds per month pounds make decision soon added weight good health,Positif,0.802,     Additional Medications to Treat Depression,49.5,female
"I'm disappointed that I have to stop taking this medication because it has helped with my depression in a very short time.  However, I've developed the worst allergic reaction- my whole face is swollen, red, and itching- my dr described me as a pumpkin! Now it's moving down my neck. I'm loaded with steroids to try to stop the reaction. Too bad.",im disappointed stop taking medication helped depression short time however ive developed worst allergic reaction whole face swollen red itching dr described pumpkin moving neck im loaded steroids try stop reaction bad,Négatif,-0.9638,     Additional Medications to Treat Depression,49.5,female
has caused weight gain.,caused weight gain,Positif,0.5267,     Additional Medications to Treat Depression,49.5,female
I feel more clamer,feel clamer,Neutre,0.0,     Additional Medications to Treat Depression,59.5,female
,nan,Neutre,0.0,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female
Noticed a change immediately. Hadn't felt more like normal in a long time. Freinds and family members noticed the change in me without me telling them I was on a new medication.,noticed change immediately hadnt felt like normal long time freinds family members noticed change without telling new medication,Négatif,-0.2755,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
"I've been on Abilify for 1wk. Don't notice any improvement. Always tired, but can't sleep. The only thing I have noticed is my blood pressure has gone way up since being on this. Has anyone else had blood pressure increase?",ive abilify wk dont notice improvement always tired cant sleep thing noticed blood pressure gone way since anyone else blood pressure increase,Négatif,-0.7565,     Additional Medications to Treat Depression,49.5,female
This was the worst drug I have ever been put on!!!!  I couldn't sleep and it didn't help at all.  I threatened to take myself off of it because the side effects were so bad.  I was constantly nauseated!! DON'T TAKE THIS DRUG!!,worst drug ever put couldnt sleep didnt help threatened take side effects bad constantly nauseated dont take drug,Négatif,-0.6357,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,29.5,female
"The drug worked wonderfully for me, but I had excessive sweating and a pounding heart beat. I eventually had to get off of the drug.",drug worked wonderfully excessive sweating pounding heart beat eventually get drug,Positif,0.5994,     Additional Medications to Treat Depression,49.5,female
"I've been on Abilify for 1wk. Don't notice any improvement. Always tired, but can't sleep. The only thing I have noticed is my blood pressure has gone way up since being on this. Has anyone else had blood pressure increase?",ive abilify wk dont notice improvement always tired cant sleep thing noticed blood pressure gone way since anyone else blood pressure increase,Négatif,-0.7565,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,female
"I've been on Abilify for 1wk. Don't notice any improvement. Always tired, but can't sleep. The only thing I have noticed is my blood pressure has gone way up since being on this. Has anyone else had blood pressure increase?",ive abilify wk dont notice improvement always tired cant sleep thing noticed blood pressure gone way since anyone else blood pressure increase,Négatif,-0.7565,     Other,29.5,female
It has been working for me. I have severe anxiety and depression.,working severe anxiety depression,Négatif,-0.7906,     Additional Medications to Treat Depression,49.5,male
Abilify worked great for about a year. I never gained weight or had any serious side effects but I started to need more and more of it to help with my symptoms.,abilify worked great year never gained weight serious side effects started need help symptoms,Positif,0.7039,     Mania associated with Bipolar Disorder,21.5,female
"For awhile abilify worked pretty good in combination w/xanax.Over the past six months started to shake really bad in my hands,to the point that I can't sign my name anymore,trouble brushing teeth.I was taking 40mgs a day.The first year was good....down hill from there.Now starting to take Geodon,will have to see how it goes.",awhile abilify worked pretty good combination wxanaxover past six months started shake really bad handsto point cant sign name anymoretrouble brushing teethi taking mgs daythe first year gooddown hill therenow starting take geodonwill see goes,Positif,0.1548,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"I have no ability to concentrate on the med, and it didn't help with my depression, either.",ability concentrate med didnt help depression either,Positif,0.466,     Additional Medications to Treat Depression,,nan
I use 2 be very angry and drpressed but abilify along w/ my prozac has evened me out a great deal.,use angry drpressed abilify along w prozac evened great deal,Positif,0.2023,     Other,39.5,female
"I have been taking this for about a month and have experienced about a 5 lb. weight gain. I also find myself feeling restless, almost hyperactive.  It seems to be treating my depression better than with Effexor alone.",taking month experienced lb weight gain also find feeling restless almost hyperactive seems treating depression better effexor alone,Neutre,-0.0,     Additional Medications to Treat Depression,29.5,female
"Follow-up from my post of 3/15. (56 year old female). I am now cutting my 5 mg. pills in half and doing fantastic on 2.5 mg a day. No restlessnes, insomnia, or nausea.  Taking right before bed seems to work best for me. I am happy w/ no depressive moods for the first time in 35 years and I have a social life and keep in touch w/ family/friends. Before I frequently isolated because of the moods. This medication has a dramatic effect on my life and I feel so blessed to have it. Good luck to all.",followup post year old female cutting mg pills half fantastic mg day restlessnes insomnia nausea taking right bed seems work best happy w depressive moods first time years social life keep touch w familyfriends frequently isolated moods medication dramatic effect life feel blessed good luck,Positif,0.9509,     Additional Medications to Treat Depression,59.5,female
"I developed Tardive-Dyskenesia (spelling?) with facial tics (grinding teeth, weird tongue-lip movements) after taking this for 18 months.  Also had a bizarre reaction after dosage increased - pacing, couldn't sit still.  However, it did a great job controlling my moods.  I discontinued Abilify and switched to Depakote and all symptoms vanished immediately.",developed tardivedyskenesia spelling facial tics grinding teeth weird tonguelip movements taking months also bizarre reaction dosage increased pacing couldnt sit still however great job controlling moods discontinued abilify switched depakote symptoms vanished immediately,Positif,0.4939,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"I've been on Abilify for 1wk. Don't notice any improvement. Always tired, but can't sleep. The only thing I have noticed is my blood pressure has gone way up since being on this. Has anyone else had blood pressure increase?",ive abilify wk dont notice improvement always tired cant sleep thing noticed blood pressure gone way since anyone else blood pressure increase,Négatif,-0.7565,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female
Less manic/depressive episodes. Weight gain has been a nasty side effect though.,less manicdepressive episodes weight gain nasty side effect though,Négatif,-0.0516,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,male
Just started taking and wanted to see other reviews,started taking wanted see reviews,Neutre,0.0,     Other,39.5,female
I am on a very low dose but it is still enough to keep my symptoms almost non-existent.,low dose still enough keep symptoms almost nonexistent,Négatif,-0.2732,     Bipolar Disorder in Remission,49.5,female
"Because I have no Rx medical coverage, I rely on my doctor for sample packs for now.  It is priced too high!",rx medical coverage rely doctor sample packs priced high,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
SO FAR THIS MED HAS BEEN GOOD FOR ME AND I HAVE NO SIDE EFFECTS.,far med good side effects,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,59.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
Abilify in conjunction with Depakote was an absolute miracle for me in the treatment of Bipolar.  Unfortunatly my husband lost his job therefore leaving us uninsured and the cost of my miracle med was way too much about 400.00 per month.  Since I have been off I have noticed many symptoms of bipolar return making my life unmanageable.  My hope is for a generic or an act of God to get this medication again.,abilify conjunction depakote absolute miracle treatment bipolar unfortunatly husband lost job therefore leaving us uninsured cost miracle med way much per month since noticed many symptoms bipolar return making life unmanageable hope generic act god get medication,Positif,0.8834,     Additional Medications to Treat Depression,39.5,female
I started this med after a huge wave of depression in early December.  It has changed my life!  My husband says he has his wife back.  The only issue is the weight gain.  I already weighed 250 lbs and gained 10 lbs in a month.  I have to really watch what I eat and try to exercise more.  I also have had to watch my blood sugar as it runs in the family and the fasting was 116.  Overall I will take the weight yo-yo and watch the blood sugar because the benefits outweight the bad.,started med huge wave depression early december changed life husband says wife back issue weight gain already weighed lbs gained lbs month really watch eat try exercise also watch blood sugar runs family fasting overall take weight yoyo watch blood sugar benefits outweight bad,Positif,0.4767,     Additional Medications to Treat Depression,39.5,female
I started taking Abilify about 8 months ago and have gained around 30 pounds or more. I noticed in the beginning the change with my moods but now am struggling with it again. I also can't seem to get control of my tounge. Has anyone else experienced this?,started taking abilify months ago gained around pounds noticed beginning change moods struggling also cant seem get control tounge anyone else experienced,Négatif,-0.0516,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
"Consentration has improved, moods somewhat more manageable, suicide idelaions have faded. more clear in thoughts. no extreme highs or lows. calm during the day hardly any destractions. Sleep has been somewhat normal hours during the night. All together it works well.",consentration improved moods somewhat manageable suicide idelaions faded clear thoughts extreme highs lows calm day hardly destractions sleep somewhat normal hours night together works well,Positif,0.4728,     Bipolar Disorder in Remission,21.5,female
"i have been using Abilify 30mg for about 3 years for fibromyalgia and ""rebound pain"" it was started with another drug for a month to reduce tremors and other side effects until it got into my system.this med has changed my life!i have also always battled depression,and now my mood swings are gone!i don't know where i'd be without this drug.unlike several other meds, i only have to take it once a day.i also take cymbalta,but cymbalta by itself didn't do much.this drug combination works.",using abilify mg years fibromyalgia rebound pain started another drug month reduce tremors side effects got systemthis med changed lifei also always battled depressionand mood swings gonei dont know id without drugunlike several meds take dayi also take cymbaltabut cymbalta didnt muchthis drug combination works,Négatif,-0.6705,     Other,29.5,female
i have taken abilify since it first came to be. it has been a big help to me.  with managing my bipolar disorder.,taken abilify since first came big help managing bipolar disorder,Neutre,0.0,     Bipolar Disorder in Remission,39.5,female
"My daughter has been on this medication for about 8 months.  She was having mood swings and Has ADHD.  Since she has been taking this medication she has gained over 25lbs in 6mths.  She's 12yrs old and went from 86lbs to 115lb.  Every week she adds more weight.  I love the results but can't have my daughter gaining like this.  Think it's very unhealthy, even giving her healthy snacks.",daughter medication months mood swings adhd since taking medication gained lbs mths shes yrs old went lbs lb every week adds weight love results cant daughter gaining like think unhealthy even giving healthy snacks,Positif,0.6197,     Other,49.5,female
"I've been taking Cymbalta for a while, and am happy with it. I found myself dazing off into the wild blue yonder for way too long, and staying in my dark room. I was put on 2 mg of Abilify, and I can't sit still. I go out, it has made a huge difference.",ive taking cymbalta happy found dazing wild blue yonder way long staying dark room put mg abilify cant sit still go made huge difference,Positif,0.7184,     Mania associated with Bipolar Disorder,29.5,female
,nan,Neutre,0.0,     Other,39.5,female
"I take this with cymbalta, it is absolutely the best. When combined with cymbalta it has drastically helped my outlook on things. Im positive and dont obsesse over negative circumstances. I feel like its a miracle drug. In the past my energy was low and now I can do everything I want. As a result I have more confidence in myself. My family can see the difference. Its Great",take cymbalta absolutely best combined cymbalta drastically helped outlook things im positive dont obsesse negative circumstances feel like miracle drug past energy low everything want result confidence family see difference great,Positif,0.9778,     Additional Medications to Treat Depression,39.5,male
Abilify did nothing for my Fibromyalgia. The side effects caused the pain center to immediately take me off the drug. They didn't say why they did it so fast. My guess is the side effects could have caused me a sever reaction worse than I could imagine.,abilify nothing fibromyalgia side effects caused pain center immediately take drug didnt say fast guess side effects could caused sever reaction worse could imagine,Négatif,-0.7506,     Other,49.5,female
"The first tablet I took made me shakey weak and light headed. My heart rate increased, I did not take another one. I have been on Wellbutrinxl and was hoping this med would help with my depression, but it didn't.",first tablet took made shakey weak light headed heart rate increased take another one wellbutrinxl hoping med would help depression didnt,Neutre,0.0,     Additional Medications to Treat Depression,59.5,female
"Abilify has helped as far as the mood swings go but the side effects are starting to outway the benefits. Some of the side effects are a rash on my face,stiffness in my arms and it affects sex.",abilify helped far mood swings go side effects starting outway benefits side effects rash facestiffness arms affects sex,Neutre,-0.0258,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,59.5,male
The Dr put my 14 yr old son on this. In the beginning it was great he felt wonderful. After being on it for several years we started to notice his eyes rolling up in his head. Dr said it was Muscular Dystonia caused by Abilify. Med was stopped and thankfully so did eye rolling. My Mother is 83 and has developed tardive diskenesia in her facial muscles which is irreversible. Please report all side effects promptly to Dr so some side effects dont cause permanent damage.,dr put yr old son beginning great felt wonderful several years started notice eyes rolling head dr said muscular dystonia caused abilify med stopped thankfully eye rolling mother developed tardive diskenesia facial muscles irreversible please report side effects promptly dr side effects dont cause permanent damage,Positif,0.9157,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
"Abilify has been a great help with my antidepressant, however I have gained 20 pounds in 2 months.  I am recovering from a severe Major Depression.",abilify great help antidepressant however gained pounds months recovering severe major depression,Positif,0.4767,     Additional Medications to Treat Depression,49.5,female
I went from tolerably treated for depression to feeling 90 to 95% of my normal most days. I am grateful to have it.,went tolerably treated depression feeling normal days grateful,Négatif,-0.0516,     Additional Medications to Treat Depression,49.5,female
"it was a miracle from the start! i have had a busy mind my entire life, and this went away within 24 hours.",miracle start busy mind entire life went away within hours,Positif,0.5859,     Mania associated with Bipolar Disorder,49.5,male
abilify does nothing but piss me off,abilify nothing piss,Positif,0.3089,     Bipolar Disorder in Remission,39.5,female
since taking this medication I am able to function emotionally and mentally.  I am so grateful to have this medication and be able to function. I do have increase of appetite and urges to smoke tabacco.,since taking medication able function emotionally mentally grateful medication able function increase appetite urges smoke tabacco,Positif,0.6486,     Additional Medications to Treat Depression,39.5,female
"The first time I took this medication within 45 minutes I was extremely aggitated, I could not think; like my brain was wiped of every thought. Felt very light headed, then severe anxiety set in. It was awfull. I never took it again. I started taking Effexor XR.",first time took medication within minutes extremely aggitated could think like brain wiped every thought felt light headed severe anxiety set awfull never took started taking effexor xr,Négatif,-0.2023,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"I care for my retarded cousin and she was taking 5 mg. Abilify, which helped some but not enough, so the doctor increased to 10 mg. In 3 days she began falling (4 times in a night), having convulsive leg movements, and talking about people who weren't here as though they were visiting, and had trouble understanding we had no company. I talked to the druggist and took her back to 5 mg and she seems better emotionally because of the lower dosage.",care retarded cousin taking mg abilify helped enough doctor increased mg days began falling times night convulsive leg movements talking people werent though visiting trouble understanding company talked druggist took back mg seems better emotionally lower dosage,Positif,0.4512,     Other,59.5,female
i have to quit taking abilify because of the high cost even with my insurance,quit taking abilify high cost even insurance,Neutre,0.0,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female
"prescribed for depression.worked, but have had weight gain.",prescribed depressionworked weight gain,Positif,0.5267,     Other,39.5,female
I am on this and Cymbalta.  It has made a world of difference on my mood.  I feel a hundred time better.  I haven't had any side effects.,cymbalta made world difference mood feel hundred time better havent side effects,Positif,0.4404,     Additional Medications to Treat Depression,29.5,female
good,good,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,male
I had to stop taking the meds because it made my body move and shake,stop taking meds made body move shake,Négatif,-0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
"Abilify has helped as far as the mood swings go but the side effects are starting to outway the benefits. Some of the side effects are a rash on my face,stiffness in my arms and it affects sex.",abilify helped far mood swings go side effects starting outway benefits side effects rash facestiffness arms affects sex,Neutre,-0.0258,     Additional Medications to Treat Depression,59.5,female
"My 14yr old son has been taking 20mg of Abilify w/Lexapro to help with Tourette's, depression & anxiety for 18 months now.  He has had weight gain & started having seizures about 4 weeks ago.  He has tremors in his hand or fingers, muscle/joint aches.  This seems like a high dose & am talking to the Dr about reducing mg.  It seemed to help with mood & tics in the beginning, but now has lots of side affects that concern me.",yr old son taking mg abilify wlexapro help tourettes depression anxiety months weight gain started seizures weeks ago tremors hand fingers musclejoint aches seems like high dose talking dr reducing mg seemed help mood tics beginning lots side affects concern,Positif,0.7964,     Other,49.5,female
"This medication helps calm me, but it doesn't work to well for my Torette's syndrome. The benefits definatly outweight the side effects. The biggest side effect I feel from this drug is that it makes me not talk as much as I used to.",medication helps calm doesnt work well torettes syndrome benefits definatly outweight side effects biggest side effect feel drug makes talk much used,Positif,0.6894,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
"Been on this medicine 2 months tired all the time,and very restless.",medicine months tired timeand restless,Négatif,-0.6124,     Other,39.5,female
