description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"Almost adult daughter ended up in the ER with tardive dyskinesia.  It was a horrifying experience and definitely not even worth the risk.  With all the other options out there, I would NOT recommend this drug for anyone.",adult daughter ended er tardive dyskinesia horrifying experience definitely worth risk options recommend,Positif,0.0772,     Additional Medications to Treat Depression,21.5,female,2
"I've been on Prozac 20 mg for almost twenty years with only good results except for a sharp decrease in sex drive. My dr. added 2.5 mg ABILIFY and within weeks I was able to have very good orgasms as well as feeling happier and calmer overall.  Sadly, I was also starving 24/7 and so have stopped taking it after a ten lb. weight gain. I will really miss it :(",ive prozac years good results sharp decrease sex drive dr added weeks able good orgasms feeling happier calmer overall sadly starving stopped lb weight gain really miss,Positif,0.8024,     Additional Medications to Treat Depression,59.5,female,4
"This medicine rocks!  I take it with Cymbalta and I feel like my old self.  I have more energy, I like to do what I used to and I sleep better.  I feel amazing and I have no side effects.  I could not of had a better experience.",medicine rocks cymbalta feel like old self energy like used sleep better feel amazing better experience,Positif,0.9403,     Additional Medications to Treat Depression,39.5,female,4
"this medicine sent me into a hypomanic state, pychiatrist said it was just the side effects, don't think so, have been dealing with it for 3 months now and dr. has cut by thirds, only on this dose for 2 weeks no change.  help !!",medicine sent hypomanic state pychiatrist said just dont think dealing months dr cut thirds dose weeks change help,Positif,0.1531,     Bipolar Disorder in Remission,49.5,female,0
Was given Abilify to augment Wellburtin for PTSD.  Didn't work at all.  Panic attacks and depression still continued unchanged.,given augment wellburtin ptsd didnt work panic attacks depression continued unchanged,Positif,0.1048,     Other,29.5,female,4
Abilify has helped me get back to normal. I have been taking 5mg for six weeks and have just increased to 10mg starting today. My doctor added Wellbutrin SR 150mg to help with the depression. Abilify does well for the manic episodes but did not help the depression. I hope this increased dosage of Abilify and Wellbutrin does the trick.,helped normal weeks just increased starting today doctor added wellbutrin sr help depression does manic episodes did help depression hope increased dosage wellbutrin does trick,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male,0
"I have been using abilify along with Lexapro,and it has done me well,a little tird some and some dreams out of the ordinary,but overall  had great results.",using lexaproand wella little tird dreams ordinarybut overall great results,Positif,0.7595,     Additional Medications to Treat Depression,39.5,male,4
"I have been quite satisfied with the medication but cannot afford it along with the Invega I am also prescribed.  Am looking for the ability to stay on this medication and have contacted the pharmaceutical for help.  They have a patient assistance program but only can extend their meds for one year to qualified applicants.  I qualified, but only have until the end of this year, 2009 and then need to find another alternative.",quite satisfied medication afford invega prescribed looking ability stay medication contacted pharmaceutical help patient assistance program extend meds year qualified applicants qualified end year need alternative,Positif,0.8313,     Schizophrenia,49.5,female,4
My pre-teen daughter who is Bi-Polar with ADD went through many different meds and was put on Abilify.  The drug was great at evening out her mood however she gained over 30lbs in 2 months.  I really gave her an appetite.,preteen daughter bipolar add went different meds great evening mood gained lbs months really gave appetite,Positif,0.7717,     Additional Medications to Treat Depression,39.5,female,4
"so far it has worked well,the only thing we notice most is excessive hunger.which we hope will pass,he's only 4 and this is the only med that seem to help him at all.",far worked wellthe thing notice excessive hungerwhich hope passhes med help,Positif,0.6808,     Additional Medications to Treat Depression,29.5,female,0
"Abilify has brought back my positive outlook, relaxed view of life, rather than my pessimistic heredity tendency.  DOWNSIDE: chronic insomnia until I lessened my dosage..HUGE weight gain but might be my bad habits as have lost my job--searching for employment for several months--ugh.  Needed Ablify after Zoloft was much less effective for me to combat PTSD.",brought positive outlook relaxed view life pessimistic heredity tendency downside chronic insomnia lessened dosagehuge weight gain bad habits lost jobsearching employment monthsugh needed ablify zoloft effective combat ptsd,Positif,0.3818,     Additional Medications to Treat Depression,49.5,female,0
I am wondering if taking abilify (5mg) in addition to Zoloft (200mg) each per day has the potential to increase alcohol consumption??,wondering addition zoloft day potential increase alcohol consumption,Positif,0.3182,     Additional Medications to Treat Depression,39.5,female,0
I am mother of 37 yr. old female who was close to dying from treatment that did not work.  She takes abilify now along with lithium and it is a miracle drug so far!  For anyone who doe not have medical insurance...call the manufacture of abilify!  they will work with you!  They have a free drug program.  Ask your Dr. or go online to the Abilify website.  Good luck this is an awsome med. for manic depression.,mother yr old female close dying treatment did work takes lithium miracle far doe medical insurancecall manufacture work free program ask dr online website good luck awsome med manic depression,Positif,0.8519,     Bipolar Disorder in Remission,39.5,female,0
Weight gain does not go away!!!,weight gain does away,Positif,0.5267,     Bipolar Disorder in Remission,39.5,female,0
"I am completly torn about my treatment with Abilify.  While it has worked beautifully, I have gained an average of 6 pounds per month, now up to 50 pounds!  I have to make a decision about this soon as the added weight is not good for my health.",completly torn treatment worked beautifully gained average pounds month pounds make decision soon added weight good health,Positif,0.802,     Additional Medications to Treat Depression,59.5,female,0
"so far it has worked well,the only thing we notice most is excessive hunger.which we hope will pass,he's only 4 and this is the only med that seem to help him at all.",far worked wellthe thing notice excessive hungerwhich hope passhes med help,Positif,0.6808,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
I have only been on this mediction for about 2 weeks but I'm feeling great! I chose 4 stars for satisfaction only because of some of the side effects that I'm having. I feel nausea throughout the day and the first week it decreased my appetite a lot. I haven't noticed any weight gain yet. I would definitely recommend this drug to people with rapid cycling bipolar disorder. But don't just rely on these reviews because it works differently on every person.,mediction weeks im feeling great chose stars satisfaction im having feel nausea day week decreased appetite lot havent noticed weight gain definitely recommend people rapid cycling bipolar disorder dont just rely reviews works differently person,Positif,0.8033,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,4
"I am completly torn about my treatment with Abilify.  While it has worked beautifully, I have gained an average of 6 pounds per month, now up to 50 pounds!  I have to make a decision about this soon as the added weight is not good for my health.",completly torn treatment worked beautifully gained average pounds month pounds make decision soon added weight good health,Positif,0.802,     Additional Medications to Treat Depression,49.5,female,0
has caused weight gain.,caused weight gain,Positif,0.5267,     Additional Medications to Treat Depression,49.5,female,0
"The drug worked wonderfully for me, but I had excessive sweating and a pounding heart beat. I eventually had to get off of the drug.",worked wonderfully excessive sweating pounding heart beat eventually,Positif,0.5994,     Additional Medications to Treat Depression,49.5,female,2
Abilify worked great for about a year. I never gained weight or had any serious side effects but I started to need more and more of it to help with my symptoms.,worked great year gained weight started need help symptoms,Positif,0.8555,     Mania associated with Bipolar Disorder,21.5,female,0
"For awhile abilify worked pretty good in combination w/xanax.Over the past six months started to shake really bad in my hands,to the point that I can't sign my name anymore,trouble brushing teeth.I was taking 40mgs a day.The first year was good....down hill from there.Now starting to take Geodon,will have to see how it goes.",awhile worked pretty good combination wxanaxover past months started shake really bad handsto point sign anymoretrouble brushing teethi mgs daythe year gooddown hill therenow starting geodonwill goes,Positif,0.1548,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
"I have no ability to concentrate on the med, and it didn't help with my depression, either.",ability concentrate med didnt help depression,Positif,0.466,     Additional Medications to Treat Depression,,nan,4
I use 2 be very angry and drpressed but abilify along w/ my prozac has evened me out a great deal.,use angry drpressed w prozac evened great deal,Positif,0.2023,     Other,39.5,female,4
"I have been taking this for about a month and have experienced about a 5 lb. weight gain. I also find myself feeling restless, almost hyperactive.  It seems to be treating my depression better than with Effexor alone.",month experienced lb weight gain feeling restless hyperactive treating depression better effexor,Positif,0.25,     Additional Medications to Treat Depression,29.5,female,0
"Follow-up from my post of 3/15. (56 year old female). I am now cutting my 5 mg. pills in half and doing fantastic on 2.5 mg a day. No restlessnes, insomnia, or nausea.  Taking right before bed seems to work best for me. I am happy w/ no depressive moods for the first time in 35 years and I have a social life and keep in touch w/ family/friends. Before I frequently isolated because of the moods. This medication has a dramatic effect on my life and I feel so blessed to have it. Good luck to all.",followup post year old female cutting pills half doing fantastic day restlessnes insomnia nausea right bed work best happy w depressive moods time years social life touch w familyfriends frequently isolated moods medication dramatic effect life feel blessed good luck,Positif,0.9509,     Additional Medications to Treat Depression,59.5,female,4
"I developed Tardive-Dyskenesia (spelling?) with facial tics (grinding teeth, weird tongue-lip movements) after taking this for 18 months.  Also had a bizarre reaction after dosage increased - pacing, couldn't sit still.  However, it did a great job controlling my moods.  I discontinued Abilify and switched to Depakote and all symptoms vanished immediately.",developed tardivedyskenesia spelling facial tics grinding teeth weird tonguelip movements months bizarre reaction dosage increased pacing sit did great job controlling moods discontinued switched depakote symptoms vanished immediately,Positif,0.4939,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
SO FAR THIS MED HAS BEEN GOOD FOR ME AND I HAVE NO SIDE EFFECTS.,far med good,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,4
Abilify in conjunction with Depakote was an absolute miracle for me in the treatment of Bipolar.  Unfortunatly my husband lost his job therefore leaving us uninsured and the cost of my miracle med was way too much about 400.00 per month.  Since I have been off I have noticed many symptoms of bipolar return making my life unmanageable.  My hope is for a generic or an act of God to get this medication again.,conjunction depakote absolute miracle treatment bipolar unfortunatly husband lost job leaving uninsured cost miracle med way month noticed symptoms bipolar return making life unmanageable hope generic act god medication,Positif,0.8834,     Additional Medications to Treat Depression,39.5,female,0
I started this med after a huge wave of depression in early December.  It has changed my life!  My husband says he has his wife back.  The only issue is the weight gain.  I already weighed 250 lbs and gained 10 lbs in a month.  I have to really watch what I eat and try to exercise more.  I also have had to watch my blood sugar as it runs in the family and the fasting was 116.  Overall I will take the weight yo-yo and watch the blood sugar because the benefits outweight the bad.,started med huge wave depression early december changed life husband says wife issue weight gain weighed lbs gained lbs month really watch eat try exercise watch blood sugar runs family fasting overall weight yoyo watch blood sugar benefits outweight bad,Positif,0.4767,     Additional Medications to Treat Depression,39.5,female,0
"Consentration has improved, moods somewhat more manageable, suicide idelaions have faded. more clear in thoughts. no extreme highs or lows. calm during the day hardly any destractions. Sleep has been somewhat normal hours during the night. All together it works well.",consentration improved moods somewhat manageable suicide idelaions faded clear thoughts extreme highs lows calm day hardly destractions sleep somewhat normal hours night works,Positif,0.2449,     Bipolar Disorder in Remission,21.5,female,4
"My daughter has been on this medication for about 8 months.  She was having mood swings and Has ADHD.  Since she has been taking this medication she has gained over 25lbs in 6mths.  She's 12yrs old and went from 86lbs to 115lb.  Every week she adds more weight.  I love the results but can't have my daughter gaining like this.  Think it's very unhealthy, even giving her healthy snacks.",daughter medication months having mood swings adhd medication gained lbs mths shes yrs old went lbs lb week adds weight love results daughter gaining like think unhealthy giving healthy snacks,Positif,0.9153,     Other,49.5,female,4
"I've been taking Cymbalta for a while, and am happy with it. I found myself dazing off into the wild blue yonder for way too long, and staying in my dark room. I was put on 2 mg of Abilify, and I can't sit still. I go out, it has made a huge difference.",ive cymbalta happy dazing wild blue yonder way long staying dark room sit huge difference,Positif,0.7184,     Mania associated with Bipolar Disorder,29.5,female,4
"I take this with cymbalta, it is absolutely the best. When combined with cymbalta it has drastically helped my outlook on things. Im positive and dont obsesse over negative circumstances. I feel like its a miracle drug. In the past my energy was low and now I can do everything I want. As a result I have more confidence in myself. My family can see the difference. Its Great",cymbalta absolutely best combined cymbalta drastically helped outlook things im positive dont obsesse negative circumstances feel like miracle past energy low want result confidence family difference great,Positif,0.9778,     Additional Medications to Treat Depression,39.5,male,4
The Dr put my 14 yr old son on this. In the beginning it was great he felt wonderful. After being on it for several years we started to notice his eyes rolling up in his head. Dr said it was Muscular Dystonia caused by Abilify. Med was stopped and thankfully so did eye rolling. My Mother is 83 and has developed tardive diskenesia in her facial muscles which is irreversible. Please report all side effects promptly to Dr so some side effects dont cause permanent damage.,dr yr old son beginning great felt wonderful years started notice eyes rolling head dr said muscular dystonia caused med stopped thankfully did eye rolling mother developed tardive diskenesia facial muscles irreversible report promptly dr dont cause permanent damage,Positif,0.8892,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
"Abilify has been a great help with my antidepressant, however I have gained 20 pounds in 2 months.  I am recovering from a severe Major Depression.",great help antidepressant gained pounds months recovering severe major depression,Positif,0.4767,     Additional Medications to Treat Depression,49.5,female,0
"it was a miracle from the start! i have had a busy mind my entire life, and this went away within 24 hours.",miracle start busy mind entire life went away hours,Positif,0.5859,     Mania associated with Bipolar Disorder,49.5,male,4
since taking this medication I am able to function emotionally and mentally.  I am so grateful to have this medication and be able to function. I do have increase of appetite and urges to smoke tabacco.,medication able function emotionally mentally grateful medication able function increase appetite urges smoke tabacco,Positif,0.6486,     Additional Medications to Treat Depression,39.5,female,4
"I care for my retarded cousin and she was taking 5 mg. Abilify, which helped some but not enough, so the doctor increased to 10 mg. In 3 days she began falling (4 times in a night), having convulsive leg movements, and talking about people who weren't here as though they were visiting, and had trouble understanding we had no company. I talked to the druggist and took her back to 5 mg and she seems better emotionally because of the lower dosage.",care retarded cousin helped doctor increased days began falling times night having convulsive leg movements talking people werent visiting trouble understanding company talked druggist took better emotionally lower dosage,Positif,0.4512,     Other,59.5,female,0
"prescribed for depression.worked, but have had weight gain.",prescribed depressionworked weight gain,Positif,0.5267,     Other,39.5,female,0
I am on this and Cymbalta.  It has made a world of difference on my mood.  I feel a hundred time better.  I haven't had any side effects.,cymbalta world difference mood feel time better havent,Positif,0.4404,     Additional Medications to Treat Depression,29.5,female,4
good,good,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,male,4
"My 14yr old son has been taking 20mg of Abilify w/Lexapro to help with Tourette's, depression & anxiety for 18 months now.  He has had weight gain & started having seizures about 4 weeks ago.  He has tremors in his hand or fingers, muscle/joint aches.  This seems like a high dose & am talking to the Dr about reducing mg.  It seemed to help with mood & tics in the beginning, but now has lots of side affects that concern me.",yr old son wlexapro help tourettes depression anxiety months weight gain started having seizures weeks ago tremors hand fingers musclejoint aches like high dose talking dr reducing help mood tics beginning lots affects concern,Positif,0.7964,     Other,49.5,female,0
"This medication helps calm me, but it doesn't work to well for my Torette's syndrome. The benefits definatly outweight the side effects. The biggest side effect I feel from this drug is that it makes me not talk as much as I used to.",medication helps calm doesnt work torettes syndrome benefits definatly outweight biggest effect feel makes talk used,Positif,0.7579,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,4
"Taking it with Wellbutrin. Feeling a lot better than before. What has worked for me is to sense yourself out. Do what other people do. After some time your body adjusts. I'm not liking the negative results here. My doctor told me that it breaks the depression signals and allows you to adjust to the surroundings. I spent a summer just sleeping, yes sleeping. There's more to that, so go and have fun but make yourself realize that you are having fun! If not find out why",wellbutrin feeling lot better worked sense people time body adjusts im liking negative results doctor told breaks depression signals allows adjust surroundings spent summer just sleeping yes sleeping theres fun make realize having fun,Positif,0.7906,     Additional Medications to Treat Depression,29.5,male,4
I just began taking this medication after 15 years of being mis-diagnosed. Not pleased with it. It makes me feel I have to move around a lot. Going to the doc today we shall see..,just began medication years misdiagnosed pleased makes feel lot going doc today shall,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,4
"This medication helps calm me, but it doesn't work to well for my Torette's syndrome. The benefits definatly outweight the side effects. The biggest side effect I feel from this drug is that it makes me not talk as much as I used to.",medication helps calm doesnt work torettes syndrome benefits definatly outweight biggest effect feel makes talk used,Positif,0.7579,     Additional Medications to Treat Depression,39.5,female,4
I am 15 yrs. old and i had to live through this and currently am living through my side effects from abilify!!!its terriable!!bad out bursts of eye seizures!!!! no benefit wat so ever!!!!!,yrs old live currently living abilifyits terriablebad bursts eye seizures benefit wat,Positif,0.4588,     Additional Medications to Treat Depression,15.5,female,1
"This medication helps calm me, but it doesn't work to well for my Torette's syndrome. The benefits definatly outweight the side effects. The biggest side effect I feel from this drug is that it makes me not talk as much as I used to.",medication helps calm doesnt work torettes syndrome benefits definatly outweight biggest effect feel makes talk used,Positif,0.7579,     Other,29.5,female,4
I just began taking this medication after 15 years of being mis-diagnosed. Not pleased with it. It makes me feel I have to move around a lot. Going to the doc today we shall see..,just began medication years misdiagnosed pleased makes feel lot going doc today shall,Positif,0.4404,     Additional Medications to Treat Depression,39.5,male,4
My 16 yr old son was prescribed this med for bipolar and we went 2 weeks without due to an insurance mix up and he and I are so glad he will be back on it.  Between him manic and depressed and suicidal thoughts and actions it has been a long 2 weeks.  This med is not perfect but with it I have my son and he can have a better life.,yr old son prescribed med bipolar went weeks insurance mix glad manic depressed suicidal thoughts actions long weeks med perfect son better life,Positif,0.2023,     Mania associated with Bipolar Disorder,15.5,male,0
"My 14 year old daughter has been taking this for a while and it really helps regulate her mood swings with BiPolar. Without it, her life was spiraling out of control.  With it, life is not perfect, but it is much better.",year old daughter really helps regulate mood swings bipolar life spiraling control life perfect better,Positif,0.8588,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,female,4
I am being treated for BP II mixed episodes.  Ability makes no difference to me.,treated bp ii mixed episodes ability makes difference,Positif,0.3182,     Mania associated with Bipolar Disorder,49.5,female,2
"Abilify saved my life!  Very few side effects initially.  I take 30mg Abilify along with 50mg Pristiq.  I have my days, but thats life.",saved life initially pristiq days thats life,Positif,0.4215,     Additional Medications to Treat Depression,49.5,female,4
"Had overall sickness,sweating,heart racing,felt worse while I was taking it!! I have gone through some tough times before. I always had faith in getting better but with this med I wanted to give up for the first time! I had emotional out burst like you wouldnt believe.",overall sicknesssweatingheart racingfelt worse gone tough times faith getting better med wanted time emotional burst like wouldnt believe,Positif,0.6369,     Schizophrenia,29.5,female,4
"It was slow go at first but now I feel the difference not swinging as much and not as much anxiety as was lat week>  It says it want make me gain weight, I hope not I am only on 10 mg, now and on the way up to 30 mg, that the last thing I need after losing alot of weight. Even though it says it will not cause weight gain, I am usually the opposite.  I like to know what others are doing on this drug as well as weight gain.",slow feel difference swinging anxiety lat week says want make gain weight hope way thing need losing alot weight says cause weight gain usually opposite like know doing weight gain,Positif,0.9118,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,0
"I have been on abilify lexapro and trazadone for about 2 weeks.  this stuff is better thn lithium and wellbutrin i was on. i do have some tremors, but not enough to be bothersome yet. on my recent meds i was constantly manic, but the abilify calmed that sown and the lexapro helped my depression greatly.  the trazadone i took for sleep and i haven't felt better.  if your side effect arent too bad, i highly recommend this stuff.",lexapro trazadone weeks stuff better thn lithium wellbutrin tremors bothersome recent meds constantly manic calmed sown lexapro helped depression greatly trazadone took sleep havent felt better effect arent bad highly recommend stuff,Positif,0.4447,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,0
"My paranoid moods have improved the best on this medication.  I was able to overcome the constant sickness by taking smaller doses multiple times a day.  Unfortunately, the medication does cause drowsiness.  I find myself very tired early in the evening.",paranoid moods improved best medication able overcome constant sickness smaller doses multiple times day unfortunately medication does cause drowsiness tired early evening,Positif,0.25,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,4
"Abilify saved my life!  Very few side effects initially.  I take 30mg Abilify along with 50mg Pristiq.  I have my days, but thats life.",saved life initially pristiq days thats life,Positif,0.4215,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male,4
"Had overall sickness,sweating,heart racing,felt worse while I was taking it!! I have gone through some tough times before. I always had faith in getting better but with this med I wanted to give up for the first time! I had emotional out burst like you wouldnt believe.",overall sicknesssweatingheart racingfelt worse gone tough times faith getting better med wanted time emotional burst like wouldnt believe,Positif,0.6369,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,4
"well i got hand and mouth trimmers when i first took abilify, but my doctor said it was normal and would go away in a few days. But other than that i had a good experiance with this medication.",got hand mouth trimmers took doctor said normal away days good experiance medication,Positif,0.7269,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,male,0
"I was being treated with zyprexa,but was gaining alot of weight so my doctor put me on 10mg. of abilify and lowered my dose of zyprexa to 2.5 mg.. I have been able to lose weight and maintain my good mental health.",treated zyprexabut gaining alot weight doctor lowered dose zyprexa able lose weight maintain good mental health,Positif,0.3612,     Additional Medications to Treat Depression,59.5,female,1
I have just started abilify  and after a week I can tell a big difference in my moods. They are better so far so good no side effects yet except a little anxiousness,just started week tell big difference moods better far good little anxiousness,Positif,0.624,     Additional Medications to Treat Depression,49.5,male,4
It is great.,great,Positif,0.6249,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,4
"I still have a few hallucinations (auditory, visual, and tactile) but they are mostly under control.  My abilityt to concentrate seems to be a bit better, but my attention span is decreased.",hallucinations auditory visual tactile control abilityt concentrate bit better attention span decreased,Positif,0.4404,     Schizophrenia,39.5,male,4
"Like all meds they affect ppl differently.  I must take mine in the AM as it works as a definite ""pick me up"".  It has really helped with my treatment resistant depression and my paranoia that the seroquel was not quite addressing fully.  Also no more audible hallucinations for the moment either.  I am sleeping better at night and getting up at a decent hour and actually feel like being productive.  I hope it continues :-)",like meds affect ppl differently works definite pick really helped treatment resistant depression paranoia seroquel quite addressing fully audible hallucinations moment sleeping better night getting decent hour actually feel like productive hope continues,Positif,0.7351,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,4
"At 15 mg over the years, it has been good.  No weight gain at all.  No problems with those symptoms that come with the diagnosis.  Pill is tiny so swallowing it is easy.  Abilify helps me feel balanced and normal compared to what I had been going through.  It helps me sleep, too, without the knockout punch of some antipsychotics I've taken.  I've been on many other antipsychotics, including some from the older class (typicals), and this one is the best so far.",years good weight gain problems symptoms come diagnosis pill tiny swallowing easy helps feel balanced normal compared going helps sleep knockout punch antipsychotics ive taken ive antipsychotics including older class typicals best far,Positif,0.9423,     Schizophrenia,39.5,male,4
"I found it very effective, but gained an nourmous amount of weight.",effective gained nourmous weight,Positif,0.6908,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,0
I have been on 5 mg dose for 2 weeks and also take celexa. So far abilify works great. Depression has eased up and I can actually smile.,dose weeks celexa far works great depression eased actually smile,Positif,0.6249,     Mania associated with Bipolar Disorder,39.5,female,4
"when i first started taking abilify it worked amazingly... it made me tired but that was ok for me.. i went from having 3-6 lows a week to maybe 2 a month.. which was great. i've been on it for about 3-4 months which recently my dosage was upped from ten to 15mg. which was fine at first but now i seem more emotional, and seem to have more downs that i did before. overall i like this medication it's changed my life around. but i am very concerned about the new problems that it is consisting of",started worked amazingly tired ok went having lows week maybe month great ive months recently dosage upped fine emotional downs did overall like medication changed life concerned new problems consisting,Positif,0.5839,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
"I am pretty satisfied with it, so far.  I have only been on it for maybe a week or a little more.  And.. it makes me feel more, concentrated on things.  And.. relaxed, to do so, but not sedating.  Just gives me a little, boost.",pretty satisfied far maybe week little makes feel concentrated things relaxed sedating just gives little boost,Positif,0.8911,     Mania associated with Bipolar Disorder,15.5,male,4
did nothing to help 2mg may be needed higher dosage,did help needed higher dosage,Positif,0.4019,     Additional Medications to Treat Depression,49.5,female,0
After 14 days in combo with Pristiq 50mg daily I free great and for the first time I feel calm and under control of myself,days combo pristiq daily free great time feel calm control,Positif,0.8658,     Mania associated with Bipolar Disorder,59.5,male,4
"I felt that this drug really helps me with my hallucinations, and my moods.",felt really helps hallucinations moods,Positif,0.4391,     Schizophrenia,39.5,male,0
"Abilify cleared up my thought processes.  I was able to return to work part time.  It also gives me a boost, but makes it so that I have to be doing something all the time.  It has me on a regular sleep cycle where i wake up at 5:00am each morning almost without exception, no matter what time I go to bed.It has saved my life and has been a miracle med for me.",cleared thought processes able return work time gives boost makes doing time regular sleep cycle wake morning exception matter time bedit saved life miracle med,Positif,0.8689,     Other,49.5,female,4
"I used this in conjunction with the Prozac I have been on for years to help treat my bulimia.  As I was attempting recovery, the Abilify greatly increased my anxiety symptoms and presented impossible binge temptation with my increase in appetite.  I did not notice any difference in my overall mood and/or perspective or quality of life.  It did not work for me personally.",used conjunction prozac years help treat bulimia attempting recovery greatly increased anxiety symptoms presented impossible binge temptation increase appetite did notice difference overall mood andor perspective quality life did work personally,Positif,0.7972,     Additional Medications to Treat Depression,29.5,female,0
This was very good.,good,Positif,0.4404,     Schizophrenia,,nan,4
Beware of this drug!!!! It caused me to gain over 40 lbs in less than 3 months. It also raised my blood sugar up to 158 and I cannot lose weight now or get my blood sugar down. It altered my metabolism in some way and now I am being diagnoised a diabetic when my blood sugar was always 80-90. It did not work for the ocd and did not help in mood stabilization,beware caused gain lbs months raised blood sugar lose weight blood sugar altered metabolism way diagnoised diabetic blood sugar did work ocd did help mood stabilization,Positif,0.5267,     Other,59.5,female,0
"I began taking this med at 5mg, then upped to 10mg, and now I am taking 15mg.  It seems to be helping somewhat, although I only upped to 15mg yesterday.     2 side effects I have experienced are dry mouth and restlessness, which the restlessness is improving.",began med upped helping somewhat upped yesterday experienced dry mouth restlessness restlessness improving,Positif,0.1531,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,3
It is a good medication.,good medication,Positif,0.4404,     Additional Medications to Treat Depression,21.5,male,4
This was the miracle drug for me... I know that different people have different results but amen for this drug.,miracle know different people different results amen,Positif,0.5859,     Mania associated with Bipolar Disorder,39.5,female,0
"With a new medication called Pristiq, which is also new, it has been wonderful!  I have lots more energy and feel so great!",new medication called pristiq new wonderful lots energy feel great,Positif,0.872,     Additional Medications to Treat Depression,59.5,female,4
"My mood seems to be better,but i'm constantly moving. I'm tired most of the time. My left leg feels as if i need to shake it like a dog scratching with his leg. I get jittery. I sleep about 4hrs. then toss and turn the rest of the night,been taking this medicine for a month. I pray thse symptoms go away!!!!!!!!!!!!!!",mood betterbut im constantly moving im tired time left leg feels need shake like dog scratching leg jittery sleep hrs toss turn rest nightbeen medicine month pray thse symptoms away,Positif,0.0516,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
"made me gain alot of weight! I could barely sleep, i was always hyper like. I was also very tired all the time, and couldn't keep my eyes open even if you payed me to.",gain alot weight barely sleep hyper like tired time eyes open payed,Positif,0.4091,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,female,0
It effects my vision and I am no longer able to read a book or long article,vision longer able read book long article,Positif,0.25,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,1
I started this med about a week and a half ago and after the 4th day I started feeling much better.  I have so much more energy and interest in life again.,started med week half ago th day started feeling better energy life,Positif,0.6705,     Additional Medications to Treat Depression,49.5,female,0
"My whole life I have listened to family tell me I am what I am. I have never been happier with a stable mood in my life. I have never held a stable relationship, job, and I could not manage money. I can do it all thank you to Abilify.",life listened family tell happier stable mood life held stable relationship job manage money thank,Positif,0.8519,     Bipolar Disorder in Remission,29.5,male,0
"my 13 yr old daughter has been takeing this for almost 6 moths. there is a HUGE difference..the schools love it, she enjoys school alot more & we can stand to be around her. she is a very happy,energetic, typical 13 yr old..will recommend this for anyone with bipolar",yr old daughter takeing moths huge differencethe schools love enjoys school alot stand happyenergetic typical yr oldwill recommend bipolar,Positif,0.9062,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,female,0
"I'm 24 and have rapid cycling Bipolar I. I've been on at least 10 different medications including lithium. I started the Abilify and take it with Lamictal. My symptoms have improved noticeably and I haven't experienced any weight gain, just mild akathesia and stomach upsets. I highly recommend this drug (if you have good insurance)",im rapid cycling bipolar ive different medications including lithium started lamictal symptoms improved noticeably havent experienced weight gain just mild akathesia stomach upsets highly recommend good insurance,Positif,0.5852,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,0
"abilify is a wonderful drug if your looking for less sideeffects, clearler thinking and in cases with schizoaffective disorder, far, far, less auditory hallucinations.  i have been prescribed this medication forsix years and i am very pleased!",wonderful looking sideeffects clearler thinking cases schizoaffective disorder far far auditory hallucinations prescribed medication forsix years pleased,Positif,0.5994,     Other,21.5,female,4
I was given this medication as a piggy back to my Lamictal (which works great as a mood stabilizer also).  I love this medicaton!  It kicked in immediatly...meaning days to a week.  I was doing horrably with my bi-polar depression and this just kicked in and kicked rear!  I take it at night so haven't noticed any side effects.,given medication piggy lamictal works great mood stabilizer love medicaton kicked immediatlymeaning days week doing horrably bipolar depression just kicked kicked rear night havent noticed,Positif,0.6808,     Additional Medications to Treat Depression,29.5,female,4
