description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"Was on Lithium for 11 yrs for Bipolar Disorder. Have been on Abilify for 2 months. I feel great, but am having trouble w/ hyperglycemia.",lithium yrs bipolar disorder months feel great having trouble w hyperglycemia,Négatif,-0.0772,     Bipolar Disorder in Remission,49.5,female,1
"It hasn't been too long. But I do notice that I have not cried once since taking. However, I am very cold. Don't know if that is related. And shaky whenever I am anticipating something or anxious about something. Hopefully, it will pass. If not for that I would give it 5 stars.",long notice cried cold dont know related shaky anticipating anxious hopefully pass stars,Négatif,-0.0603,     Other,39.5,female,3
I HAVE A RASH ICHING ALL THE TIME AND DOC SAYS NO ITS ALL IN YOUR HEAD,rash iching time doc says head,Négatif,-0.4019,     Additional Medications to Treat Depression,49.5,male,2
"I started having involuntary Muscle movements in my jaw after starting this medication, which were said to possibly become permanent.  they did not fortunaely and i immediately stopped taking it",started having involuntary muscle movements jaw starting medication said possibly permanent did fortunaely immediately stopped,Négatif,-0.2263,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,male,0
"Ive onluy been on this drug for a week or two. I find that there's less clutter in  my day-to-day schedule, and I feel some  comfort as far as depression goes.",ive onluy week theres clutter daytoday schedule feel comfort far depression goes,Négatif,-0.296,     Bipolar Disorder in Remission,49.5,female,3
"Abilify helped soothe me down when I was under heavy stress.  I progressively got better.  However, my hand started shaking a lot and because of my age I was worried about stroke.  I stopped taking it 3-1/2 months ago and had some breathing problems and sleep problems.  Now I seem to be good, except for itching.  Will check it out.",helped soothe heavy stress progressively got better hand started shaking lot age worried stroke stopped months ago breathing problems sleep problems good itching check,Négatif,-0.128,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,1
"Was on Lithium for 11 yrs for Bipolar Disorder. Have been on Abilify for 2 months. I feel great, but am having trouble w/ hyperglycemia.",lithium yrs bipolar disorder months feel great having trouble w hyperglycemia,Négatif,-0.0772,     Schizophrenia,49.5,female,1
Took Abilify along with prozac for major depression. Was on Abilify for over 6 months and had a seizure. Never had a seizure prior to the abilify and haven't had one since I've been off of it.,took prozac major depression months seizure seizure prior havent ive,Négatif,-0.5719,     Additional Medications to Treat Depression,29.5,female,3
musclar and joints in knees alot of pain,musclar joints knees alot pain,Négatif,-0.5106,     Schizophrenia,59.5,male,3
Effexor XR and Abilify.  Started Effexor months ago.  Helped depression.  Not crying all the time anymore.  Started Abilify about 2 weeks ago.  Seems to help a little more by bringing about a small sense of sanity and a  fleeting feeling of contentment.  Will continue to see what happens.,effexor xr started effexor months ago helped depression crying time anymore started weeks ago help little bringing small sense sanity fleeting feeling contentment continue happens,Négatif,-0.2732,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,3
Effexor XR and Abilify.  Started Effexor months ago.  Helped depression.  Not crying all the time anymore.  Started Abilify about 2 weeks ago.  Seems to help a little more by bringing about a small sense of sanity and a  fleeting feeling of contentment.  Will continue to see what happens.,effexor xr started effexor months ago helped depression crying time anymore started weeks ago help little bringing small sense sanity fleeting feeling contentment continue happens,Négatif,-0.2732,     Additional Medications to Treat Depression,49.5,female,3
took for about six months knocked me out often had to take at night.started feeling tired for a week. HAD A SEIZURE AND ALMOST CHOKED TO DEATH. FELL FLAT ON FACE.PLEASE AVOID THIS DRUG!,took months knocked nightstarted feeling tired week seizure choked death fell flat faceplease avoid,Négatif,-0.891,     Additional Medications to Treat Depression,29.5,female,3
"Tried this drug at only 5mg. I had a severe reaction to it. Vomiting, racing heart, cold sweats, and panic attacks. Very scarey!",tried severe reaction vomiting racing heart cold sweats panic attacks scarey,Négatif,-0.8885,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,3
"I have been on this medication for a while now and it has helped me with my manic mood swings.  I am no longer depressed and can function normally now and interact with others.  Before taking this I was very depressed but now, in combination with an antidepressant I can now say that I feel great!!",medication helped manic mood swings longer depressed function normally interact depressed combination antidepressant say feel great,Négatif,-0.3612,     Mania associated with Bipolar Disorder,29.5,female,3
I have major depression...and traits of borderline personalilty disorder. It has helped mw with peace of mind and control of my emotions.It has helped my depression immensely also.,major depressionand traits borderline personalilty disorder helped mw peace mind control emotionsit helped depression immensely,Négatif,-0.4404,     Additional Medications to Treat Depression,59.5,female,3
"headaches, low b/p like 94/58  back pain-rated severe, cramps at nite in legs and feet.  joints ache",headaches low bp like painrated severe cramps nite legs feet joints ache,Négatif,-0.5859,     Additional Medications to Treat Depression,59.5,female,3
"I've been on this for 2 months along with Paxil and it hasn't done much.  My concentration level is affected.  I don't seem to care about a lot of things anymore.  But, my doctor wants me to continue and give it time to work so I am.",ive months paxil concentration level affected dont care lot things anymore doctor wants continue time work,Négatif,-0.4986,     Additional Medications to Treat Depression,49.5,female,3
"I have bipolarII and take this in combination with Lamictal.  The complaint I have is serious loss of memory.  I don't know whether this is due to this drug, Lamictal or depression itself.  My loss of memory is affecting my performance at work-it is both short- and long-term.  I am 50 years old, not old enough for this to be due solely to my age.",bipolarii combination lamictal complaint loss memory dont know lamictal depression loss memory affecting performance workit short longterm years old old solely age,Négatif,-0.4218,     Additional Medications to Treat Depression,49.5,male,0
"Similar to risperadone, abilify has ruined my Sex Life. It has has caused my testes and penis to Shrink to the point intercourse is not unlikely an option anymore. Because of this I have become increasingly Depresed. I have sinced stopped taking this medicine with no problems for two month now. I regret my Doctors decision for prescribing this in the first place since long term effects were not known at that time.",similar risperadone ruined sex life caused testes penis shrink point intercourse unlikely option anymore increasingly depresed sinced stopped medicine problems month regret doctors decision prescribing place long term known time,Négatif,-0.8591,     Schizophrenia,49.5,male,0
It sucks i cannot stop vomiting it smells like a rotten egg worst thing ever,sucks stop vomiting smells like rotten egg worst thing,Négatif,-0.8625,     Bipolar Disorder in Remission,15.5,male,3
"I was diagnosed with bi-polar disorder two years ago, and this medication combined with Lexapro has helped me so much. It helped me actually live again.",diagnosed bipolar disorder years ago medication combined lexapro helped helped actually live,Négatif,-0.4019,     Other,15.5,female,1
"I've been on Abilify for 1wk. Don't notice any improvement. Always tired, but can't sleep. The only thing I have noticed is my blood pressure has gone way up since being on this. Has anyone else had blood pressure increase?",ive wk dont notice improvement tired sleep thing noticed blood pressure gone way blood pressure increase,Négatif,-0.2901,     Additional Medications to Treat Depression,69.5,female,3
"I've been on Abilify for 1wk. Don't notice any improvement. Always tired, but can't sleep. The only thing I have noticed is my blood pressure has gone way up since being on this. Has anyone else had blood pressure increase?",ive wk dont notice improvement tired sleep thing noticed blood pressure gone way blood pressure increase,Négatif,-0.2901,     Other,29.5,female,3
"I have tried many different medications to try and treat my depression. Prozac, Lexapro, Effexor Xr, and a few others. This has helped me over that hurdle and seems to make the antidepressant able to work again. I take about 5mg in the AM along with my Zoloft.",tried different medications try treat depression prozac lexapro effexor xr helped hurdle make antidepressant able work zoloft,Négatif,-0.25,     Additional Medications to Treat Depression,29.5,female,3
This is the worst medicine they could have possibly put me on! I had restless legs and couldn't stand it. I had uncontrollable muscle spasms and was threatening to kill myself if they didn't take me off of it and give me something else. It felt like i couldn't sit still for more than 25 seconds!!,worst medicine possibly restless legs stand uncontrollable muscle spasms threatening kill didnt felt like sit seconds,Négatif,-0.9578,     Mania associated with Bipolar Disorder,21.5,female,0
"the abilify really worked and quickly, however the cost without my insurance is forcing me off.i noticed i gained A LOT of weight, a lot.  and the restlessness was bothersome, couldn't really focus. what's the lesser of evils, you know?",really worked quickly cost insurance forcing offi noticed gained lot weight lot restlessness bothersome really focus whats lesser evils know,Négatif,-0.6808,     Additional Medications to Treat Depression,39.5,female,2
"This medication helped with the mania, but it has not helped with the depression side of my disorder.  I'm going on 7 wks on this medication and do not have enrgy.  I have trouble falling asleep and staying asleep.  I also experience vivid dreams.  Most of the day I am tired, restless, and irritable.  My body feels heavy and tired.",medication helped mania helped depression disorder im going wks medication enrgy trouble falling asleep staying asleep experience vivid dreams day tired restless irritable body feels heavy tired,Négatif,-0.9517,     Mania associated with Bipolar Disorder,21.5,female,1
I think this medication is working but the side effects are bothersome. I cant sleep and have to be constantly moving my legs or body which I think is why I am tired all the time. I hope these effects go away soon.,think medication working bothersome sleep constantly moving legs body think tired time hope away soon,Négatif,-0.3182,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,1
"This medication helped with the mania, but it has not helped with the depression side of my disorder.  I'm going on 7 wks on this medication and do not have enrgy.  I have trouble falling asleep and staying asleep.  I also experience vivid dreams.  Most of the day I am tired, restless, and irritable.  My body feels heavy and tired.",medication helped mania helped depression disorder im going wks medication enrgy trouble falling asleep staying asleep experience vivid dreams day tired restless irritable body feels heavy tired,Négatif,-0.9517,     Bipolar Disorder in Remission,49.5,male,1
This drug has helped me extremely and if you are having troubles sitting still try artane oral its a side effect drug and has helped me with my restlessness alot i feel so much better now. i heard alot of problems with the legs not being able to hold still but im telling you artane oral helps.,helped extremely having troubles sitting try artane oral effect helped restlessness alot feel better heard alot problems legs able hold im telling artane oral helps,Négatif,-0.3976,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,1
"my muscles ached all over, especially in my joints. stiffness in my back and extremities. anger fits. hysterical crying and anger fits. insomnia. racing thoughts. confusion. paranoia. feeling of being ""medicine head"" so tired couldn't sleep. very depressed. feelings of hurting things to relieve muscle and anger pains. wall punching, couch punching till exhausted. feelings of no self worth. High Sexual needs. wanted to have sex all the time. impulsive.",muscles ached especially joints stiffness extremities anger fits hysterical crying anger fits insomnia racing thoughts confusion paranoia feeling medicine head tired sleep depressed feelings hurting things relieve muscle anger pains wall punching couch punching till exhausted feelings self worth high sexual needs wanted sex time impulsive,Négatif,-0.9825,     Mania associated with Bipolar Disorder,29.5,female,1
"This drug kicked me , after a week or so, into a huge manic state, which I did not recognize, as I'd never been diagnosed as bipolar. It was great fun, but I spent too much money, but was extremely creative and productive, slept 3-4 hours a night, was absolutely CRAZY! I stopped it, and my psych tried me on Lamictal-that threw me into a horrible, very, very dark depression, from which I've yet to recover. I'm screwed, and want to die.",kicked week huge manic state did recognize id diagnosed bipolar great fun spent money extremely creative productive slept hours night absolutely crazy stopped psych tried lamictalthat threw horrible dark depression ive recover im screwed want die,Négatif,-0.7165,     Additional Medications to Treat Depression,49.5,male,4
"I have been on this medication for a month now and it seems to be working. But as lots of other people seem to say I just cant stop moving, my legs drive me crazy they feel just plain weird like I have to keep moving or the hurt or drive me nuts, I have problems sleeping I fall asleep but if I wake up for any reason Im awake and toss and turn to go to sleep. I hope these symptoms dont last too much longer or Im off this med I cant handle the restliness in my legs.",medication month working lots people say just stop moving legs drive crazy feel just plain weird like moving hurt drive nuts problems sleeping fall asleep wake reason im awake toss turn sleep hope symptoms dont longer im med handle restliness legs,Négatif,-0.8074,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,1
I think this medication is working but the side effects are bothersome. I cant sleep and have to be constantly moving my legs or body which I think is why I am tired all the time. I hope these effects go away soon.,think medication working bothersome sleep constantly moving legs body think tired time hope away soon,Négatif,-0.3182,     Additional Medications to Treat Depression,39.5,male,1
I think this medication is working but the side effects are bothersome. I cant sleep and have to be constantly moving my legs or body which I think is why I am tired all the time. I hope these effects go away soon.,think medication working bothersome sleep constantly moving legs body think tired time hope away soon,Négatif,-0.3182,     Additional Medications to Treat Depression,49.5,female,1
"This medication helped with the mania, but it has not helped with the depression side of my disorder.  I'm going on 7 wks on this medication and do not have enrgy.  I have trouble falling asleep and staying asleep.  I also experience vivid dreams.  Most of the day I am tired, restless, and irritable.  My body feels heavy and tired.",medication helped mania helped depression disorder im going wks medication enrgy trouble falling asleep staying asleep experience vivid dreams day tired restless irritable body feels heavy tired,Négatif,-0.9517,     Mania associated with Bipolar Disorder,29.5,female,1
I think this medication is working but the side effects are bothersome. I cant sleep and have to be constantly moving my legs or body which I think is why I am tired all the time. I hope these effects go away soon.,think medication working bothersome sleep constantly moving legs body think tired time hope away soon,Négatif,-0.3182,     Additional Medications to Treat Depression,59.5,male,1
This was a horrible medicine for me! It made me feel crazy and I could not relax at all. It was like I was hyped up on caffeine all day with the jitters that would not go away and I had horrible restless leg syndrome that drove me crazy! It made me feel nuts! I could not wait to get off this medicine!,horrible medicine feel crazy relax like hyped caffeine day jitters away horrible restless leg syndrome drove crazy feel nuts wait medicine,Négatif,-0.8689,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,4
Abilify has given me my life back.  Mixed episodes with psycosis has been my speciality with 6-7 episodes per year.  I'm down to one or less. The only problem I have is having a hard time keeping my legs still.,given life mixed episodes psycosis speciality episodes year im problem having hard time keeping legs,Négatif,-0.4767,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,1
"recently been put on it , although its causing me to be more nervous than usual and  hard time falling asleep and staying a sleep",recently causing nervous usual hard time falling asleep staying sleep,Négatif,-0.4767,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,1
My liver enzymes skyrocketed and my bloodsugar level went to 457  I was not diabetic before.  I was taking half of a 2mg tab.  Its too bad that I had to stop taking the medication it really worked for my depression.,liver enzymes skyrocketed bloodsugar level went diabetic half tab bad stop medication really worked depression,Négatif,-0.8651,     Additional Medications to Treat Depression,39.5,female,3
i'm coming off of seroquel and its hard for me to fall asleep and then stay asleep.,im coming seroquel hard fall asleep stay asleep,Négatif,-0.1027,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,2
"I started taking this drug for my bipolar. I was taken off lithum because of some very horrible side affects, and this drug started to counter act the affects of the lithum such as the serve weight gain, i lost a few pounds when I started this drug, if i still had health insurance i would still be taking it",started bipolar taken lithum horrible affects started counter act affects lithum serve weight gain lost pounds started health insurance,Négatif,-0.34,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,2
The olny problem that we are coming into is the cost of this medication it is so much money and without insurance he can't continue on this mediation and will be back in the hospital.,olny problem coming cost medication money insurance continue mediation hospital,Négatif,-0.4019,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,4
I have been taking abilify for a few months and my suicidal thoughts have disappeared.  I am a little more anxious and can't sit still but it's better than the depression and suicidal ideations.,months suicidal thoughts disappeared little anxious sit better depression suicidal ideations,Négatif,-0.9283,     Additional Medications to Treat Depression,49.5,female,1
"My mother was just put on Abilify 3 months ago.  It is HELL.  She doesn't sleep, she won't sit still she has racing thoughts and she is scared to go home.  She has been diag. with Bi-Bolar I and she was on Lithium for almost 15 years and they changed her med. to Abilify.  Her doctor is no help and tells me that he thinks she is fine.  HELP ME.  I don't know what to do",mother just months ago hell doesnt sleep wont sit racing thoughts scared home diag bibolar lithium years changed med doctor help tells thinks fine help dont know,Négatif,-0.3182,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,1
"I am taking this medication for schizophrenia and bipolarity. I hated at first because I was still hearing the static in my head, but after I took the meds for 2 months I feel better and I have no static. However, it does make me sleep for 18 hours per day. I had to start drinking coffee again in order to remember my day. I still have night terrors though.",medication schizophrenia bipolarity hated hearing static head took meds months feel better static does make sleep hours day start drinking coffee order remember day night terrors,Négatif,-0.7096,     Schizophrenia,29.5,female,3
"For anyone who has suffered from Severe Chronic Depression and Chronic Fatigue like me, my answer was, Cymbalta 60mgs,  Abilify 2 1/2 mgs in the morning.  I am not depressed anymore & I have energy to go all day.  At bedtime I take Zolpidem 10mgs,  (generic Ambien), and I wake up refreshed.  It might not work for everyone but I have never felt better in my life.",suffered severe chronic depression chronic fatigue like answer cymbalta mgs mgs morning depressed anymore energy day bedtime zolpidem mgs generic ambien wake refreshed work felt better life,Négatif,-0.8074,     Additional Medications to Treat Depression,59.5,female,1
"A life saver, I was in a very depressed stage of bi-polor and this medication bounced me right out. Haven't felt this good in  a very long time. For me it is a very good medication.",life saver depressed stage bipolor medication bounced right havent felt good long time good medication,Négatif,-0.7971,     Mania associated with Bipolar Disorder,69.5,female,4
I take Abilify along with Cymbalta to treat my Major Depressive Disorder/Borderline Personality Disorder.  It has worked wonders!  I recently tried to stop taking Abilify due to the cost of the medication but found I'm a 100% better taking it.  Couldn't live without it -- literally!,cymbalta treat major depressive disorderborderline personality disorder worked wonders recently tried stop cost medication im better live literally,Négatif,-0.2263,     Additional Medications to Treat Depression,49.5,female,1
"this mediciation has worked for me, this is my 3rd week. I'm feeling normal again.  No racing thoughts, about suicide, etc. I'm not tired on this drug. Please give it a try.  Oh I'm on 5g.a day",mediciation worked rd week im feeling normal racing thoughts suicide im tired try oh im ga day,Négatif,-0.7845,     Additional Medications to Treat Depression,49.5,female,1
SINCE I HAVE BEEN TAKING ABILIFY I HAVE HAD NO SIDE EFFECT THAT I KNOW OF AND IT HAS HELPED WITH MY DEPRESSION ALONG WITH MY EFFEXOR.,effect know helped depression effexor,Négatif,-0.5719,     Additional Medications to Treat Depression,49.5,female,3
I've been taking this med for a while now and it has caused involuntary movement of the eyes! its way more scary to not be able to move your eyes on your own! i couldn't look down for hours at least 3 times a week.  I don't think i would recommend this med for anyone becuase it also caused weight gain and caused me to be scared all the time.,ive med caused involuntary movement eyes way scary able eyes look hours times week dont think recommend med becuase caused weight gain caused scared time,Négatif,-0.5873,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,4
Testing new build for Cycle 2. Please ignore.,testing new build cycle ignore,Négatif,-0.3612,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,male,2
"After 18yrs of drugs I have found one that works with minimum of side effects.  AT 30mg daily the mania/depressive swings have mellowed out and I am living a ""normal"" life.  The only side effect I am having problems with is memory problems.",yrs drugs works minimum daily maniadepressive swings mellowed living normal life effect having problems memory problems,Négatif,-0.6597,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
"BiPolar, emphasis depression, mixed state",bipolar emphasis depression mixed state,Négatif,-0.5719,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,male,3
The only thing I hate about this drug is that it makes me hungry. I'm on 5mg of it and it really has helped me. In my diet I am including my high fiber so I do not get constipated. It is still hard to go to the bathroom. I am taking it in conjuction with Cymbalta 60mg. And my husband says I'm a changed person. I do sweat profusely though. I hate that part. But it the benefits out weigh the side effects I think I should stay with it. and Just watch what I eat.,thing hate makes hungry im really helped diet including high fiber constipated hard bathroom conjuction cymbalta husband says im changed person sweat profusely hate benefits weigh think stay just watch eat,Négatif,-0.7351,     Mania associated with Bipolar Disorder,21.5,female,1
depression,depression,Négatif,-0.5719,     Other,80.0,male,3
"Hi, this is Mark:  i am taking 20mg of lexapro, 200 lamictal, and now 4mg for of ABILIFY.  i have been on this for around 1 month AND HAVE NOT HAD 1 BAD DAY.  the lemictal and lexapro helped, but the ability has made me happier, SERIOUSLY.  IT RAISES THE EFFECTS OF THE LEXAPRO.  MY SUGAR DID RAISE A BIT FROM 100   TO   102.  PLEASE TRY IT, I TAKES 2 WEEKS FOR IT TO KICK IT, PARTIAL HEADACHES, RESTLESS",hi mark lexapro lamictal month bad day lemictal lexapro helped ability happier seriously raises lexapro sugar did raise bit try takes weeks kick partial headaches restless,Négatif,-0.1531,     Additional Medications to Treat Depression,49.5,male,2
"Similar, to a previous comment, I too have become restless on this medicine. I have slept better, but otherwise have been jumpin out my skin.  I had a cup of coffee that resulted in a bad panic attack. I am not concentrating well, but do have a lot more energy. I just want to be calm and content again with sitting still.",similar previous comment restless medicine slept better jumpin skin cup coffee resulted bad panic attack concentrating lot energy just want calm content sitting,Négatif,-0.6597,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
"I am diabetic.  My blood sugar is affected in a negative way with Abilify.  Plus I have gained weight since on Abilify.  The later, I don't know if it is due to my taking Insulin or the combination of Abilify and Effexor XR.  Until late, my mania has been controlled well.",diabetic blood sugar affected negative way plus gained weight later dont know insulin combination effexor xr late mania controlled,Négatif,-0.4019,     Additional Medications to Treat Depression,59.5,female,3
This medication makes me very tired.  I had to switch to taking it at night.  It has worked well but it also makes me feel very restless.,medication makes tired switch night worked makes feel restless,Négatif,-0.6124,     Additional Medications to Treat Depression,49.5,female,1
"Does anyone know if this medicine is supposed to make you really really tired? My doctor told me to take it in the mornings because it causes insomnia, now i'm taking naps at least two times a day! My mood swings are going away, but I want to know if I can take this medicine at night. The doctor who perscribed me with this just retired, and my next appointment at the new place isn't for a month!",does know medicine supposed make really really tired doctor told mornings causes insomnia im naps times day mood swings going away want know medicine night doctor perscribed just retired appointment new place isnt month,Négatif,-0.489,     Other,21.5,female,2
I do have a bit of trouble staying asleep but besides that this medication has been a god send to me. After twelve years of being manic with anxiety its all gone.,bit trouble staying asleep medication god send years manic anxiety gone,Négatif,-0.3182,     Additional Medications to Treat Depression,49.5,female,4
"The first time I took it at night I woke during the night and couldn't move, all muscles hurt bad, next morning I woke so sick and weak and totally exhausted. Took second night and couldn't move when woke up during the night and the next morning I was not able t get out of bed all day. That was the last I took it.",time took night woke night muscles hurt bad morning woke sick weak totally exhausted took second night woke night morning able t bed day took,Négatif,-0.9422,     Bipolar Disorder in Remission,29.5,female,5
"i've only been on abilify for one week, but am experincing extreme restlessness, and major weakness in arms and legs, along with pain that no matter how i lay, sit, or move, it's constant.  however, the raging thoughts are gone, the traffic has stopped, and my mind is at ease.  the body hurts, but my mind is better.  i'm hoping this is just temporary side effects.",ive week experincing extreme restlessness major weakness arms legs pain matter lay sit constant raging thoughts gone traffic stopped mind ease body hurts mind better im hoping just temporary,Négatif,-0.8126,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female,1
just started using with the drug lamictal to treat both depression and slight bipolar,just started using lamictal treat depression slight bipolar,Négatif,-0.25,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,3
"before i took abilify i was on lamictal, which did wonders for me, but i was having some elevated heptic tests come back...so they switched me and i had a sudden ambush of side effects...i was having migraines, muscle aches and i felt like i was off in space, it was hard to focus and i felt completely out of touch...i stopped taking it and the symptoms went away. i won't be going back on it anytime soon.",took lamictal did wonders having elevated heptic tests come backso switched sudden ambush effectsi having migraines muscle aches felt like space hard focus felt completely touchi stopped symptoms went away wont going anytime soon,Négatif,-0.2682,     Other,21.5,female,3
just started ambilify a a couple of weeks  ago....i have more energy but i can not seem to concentrate very well. i jump from one thing to another...i am trying stratera with it now but it makes me very tired....anybody hvae any advice? i need to loose weight but dont know how to do it and be bi-polar and be on meds,just started ambilify couple weeks agoi energy concentrate jump thing anotheri trying stratera makes tiredanybody hvae advice need loose weight dont know bipolar meds,Négatif,-0.0516,     Additional Medications to Treat Depression,39.5,female,2
"I had severe chest pain and the Dr described me as flat and even noticed facial paralysis.  I am currently going through tests on my heart for possible damage from taking it for 5 days.  I thought the pain would go away after a few days but, it did not.  Had 2 weeks of heart palpitations and now on blood pressure meds to help.",severe chest pain dr described flat noticed facial paralysis currently going tests heart possible damage days thought pain away days did weeks heart palpitations blood pressure meds help,Négatif,-0.8979,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,3
"This has worked quite well for me as for as drug and alcohol craving and thinking a bit clearer, but i have noticed that i have become extremely aggressive. Now i don't know if that is normal, but i feel myself just flying off the handle at a drop of a hat.",worked quite alcohol craving thinking bit clearer noticed extremely aggressive dont know normal feel just flying handle drop hat,Négatif,-0.4576,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male,0
The medicine left me with bad side effects that i have to live with for the rest of my life it messed with my nervous system and i can no longer speak right and it made me nervous and shakes,medicine left bad live rest life messed nervous longer speak right nervous shakes,Négatif,-0.8442,     Schizophrenia,21.5,male,1
"i have just started ambilify after trying lamictal for a month, lamictal was terrible i cried at the drop of a hat. ambilify with 20 mg of lexapro, 1mg colonapem,and 200mg seraquel seem to be working great so far. i havent had any energy in 3 yrs. and have gained 120 pounds in the past trying all these other drugs you usually have to go thru to find the right mix. hopefully i have found my mix of meds",just started ambilify trying lamictal month lamictal terrible cried drop hat ambilify lexapro colonapemand seraquel working great far havent energy yrs gained pounds past trying drugs usually right mix hopefully mix meds,Négatif,-0.4585,     Additional Medications to Treat Depression,39.5,female,2
"This has worked quite well for me as for as drug and alcohol craving and thinking a bit clearer, but i have noticed that i have become extremely aggressive. Now i don't know if that is normal, but i feel myself just flying off the handle at a drop of a hat.",worked quite alcohol craving thinking bit clearer noticed extremely aggressive dont know normal feel just flying handle drop hat,Négatif,-0.4576,     Additional Medications to Treat Depression,29.5,female,0
The medicine left me with bad side effects that i have to live with for the rest of my life it messed with my nervous system and i can no longer speak right and it made me nervous and shakes,medicine left bad live rest life messed nervous longer speak right nervous shakes,Négatif,-0.8442,     Other,21.5,female,1
"I took it for a month. I was throwing up all the time. Had to take additional meds to sleep. Developed numbness, tingling, and extremely painful muscle spasms. Felt as if my boby was there but my mind wasn't. Couldn't comprehend anything. I could hear people talking but not absorbing anything they said. I cried all the time and I'm not the crying type.Extremly detached from reality. It was an extremly horrible experience.",took month throwing time additional meds sleep developed numbness tingling extremely painful muscle spasms felt boby mind wasnt comprehend hear people talking absorbing said cried time im crying typeextremly detached reality extremly horrible experience,Négatif,-0.9324,     Additional Medications to Treat Depression,29.5,female,4
It works for me and causes me to be more calm and not so depressed,works causes calm depressed,Négatif,-0.25,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,female,5
I take another anti depressant with this drug and the combo has really helped.,anti depressant combo really helped,Négatif,-0.5994,     Additional Medications to Treat Depression,,nan,2
"Helped greatly with tic's from Torrette Syndrome! Nothing else ever has. Helped with my depression as well. Does have the side effect of Akathisia, which is a feeling of mild dicomfort in my own skin. But this has decreased over time.  Took Cogentin for awhile and this helped.All in all I would recommend this med to someone who has tried almost everything else! The price is high as the insurance only covers 1/2 the price of $425/month!Glad I can afford it at present.",helped greatly tics torrette syndrome helped depression does effect akathisia feeling mild dicomfort skin decreased time took cogentin awhile helpedall recommend med tried price high insurance covers price monthglad afford present,Négatif,-0.1779,     Additional Medications to Treat Depression,49.5,male,3
"This has worked quite well for me as for as drug and alcohol craving and thinking a bit clearer, but i have noticed that i have become extremely aggressive. Now i don't know if that is normal, but i feel myself just flying off the handle at a drop of a hat.",worked quite alcohol craving thinking bit clearer noticed extremely aggressive dont know normal feel just flying handle drop hat,Négatif,-0.4576,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,male,0
The medicine left me with bad side effects that i have to live with for the rest of my life it messed with my nervous system and i can no longer speak right and it made me nervous and shakes,medicine left bad live rest life messed nervous longer speak right nervous shakes,Négatif,-0.8442,     Other,15.5,female,1
made me dizzy and I passed out,dizzy passed,Négatif,-0.2263,     Schizophrenia,39.5,female,4
"I hate this drug,I spend all my time sleeping and the drug caused tremors similar to Parkinson I have been on it a very short time and I find myself jerking awake at night and even twitching when I am asleep.   I would not recommend this drug to anyone.",hate drugi spend time sleeping caused tremors similar parkinson short time jerking awake night twitching asleep recommend,Négatif,-0.296,     Additional Medications to Treat Depression,39.5,female,2
"It worked well with my Bi-polar problems, but the main Problem was after using it for 5 months, it caused Narrow Angles in both eyes. Doctor took me off the medication.",worked bipolar problems main problem using months caused narrow angles eyes doctor took medication,Négatif,-0.6597,     Bipolar I Disorder with Most Recent Episode Mixed,69.5,female,3
"I have had severe anxiety disorder for about 16 years. My doctor prescribe this medication (5 mg) along with my normal does of xanax (.25 three times daily). I had been on zoloft prior to this and gained weight.  I hated this medication. It made me feel horrible. I had headaches, twitching and dizziness allday long. The effects even worsened when I took Xanax, a drug that has worked for acute attacks for years.",severe anxiety disorder years doctor prescribe medication normal does xanax times daily zoloft prior gained weight hated medication feel horrible headaches twitching dizziness allday long worsened took xanax worked acute attacks years,Négatif,-0.9509,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,3
"my son was put on this drug to help with his obssesive compulsive behavoir.  It did little to overcome his obsessions or compulsions and only made him tired, anxious and more depressed.  I don't think this is the right drug for him and ocd",son help obssesive compulsive behavoir did little overcome obsessions compulsions tired anxious depressed dont think right ocd,Négatif,-0.7287,     Additional Medications to Treat Depression,29.5,female,2
